,feature name,importance
277,18 1ary Somatosensory (BA3/1/2)_PC 44 1,0.0008939009011487238
278,48 Cingulate Anterior (BA24)_FA 14 0,0.0008278531319993448
279,72 Internal Capsule_HexCer d36 1,0.0008244323861972673
280,64 Globus Pallidus_PC_O 34 1,0.00080023127333579
281,70 Ventral Lateral Thalamus_Cer m40 1,0.0007897093761082444
282,36 FEF Medial (BA8m)_FA 22 3,0.0007670914163519415
283,72 Internal Capsule_SulfoHexCer t42 1,0.0007586866600831194
284,"32 Ventrolateral Prefrontal, Broca (BA44)_TG 52 2",0.0007421411695789835
285,75 Cerebellar White Matter_PC 39 6,0.0007311025599826694
286,7  Orbitofrontal (BA47)_SM d44 2,0.00072716343631142
287,70 Ventral Lateral Thalamus_PC 29 0,0.0007155811733691689
288,68 Medial Dorsal Thalamus_PC 44 2,0.0007068863659379808
289,68 Medial Dorsal Thalamus_PC 32 1,0.0006903844724554563
290,18 1ary Somatosensory (BA3/1/2)_PC 42 2,0.0006856715216153929
291,74 Corpus Callosum Posterior_PC_P 38 4,0.000681028997724121
292,68 Medial Dorsal Thalamus_Cholesterol,0.000635665982965087
293,19 Posterior Middle Temporal (BA37-pMT)_SulfoHexCer d41 1,0.0006288585333082557
294,23 Insular Anterior Cortex_Cer m44 1,0.0006027952966593225
295,70 Ventral Lateral Thalamus_FA 22 2,0.0005943521451019831
296,39 Frontopolar (BA10fp)_LPC 20 1,0.0005915972178385712
297,68 Medial Dorsal Thalamus_Cer m42 2,0.0005794830438290486
298,30 Premotor Anterior Lateral (BA6a)_PE 38 3,0.000551600949599468
299,34 Dorsolateral Prefrontal (BA9)_LPE 16 0,0.0005502555936858733
300,8  Cingulate Posterior (BA23a)_TG 56 5,0.000540584721817571
301,7  Orbitofrontal (BA47)_SM d32 0,0.0005386729185394637
302,74 Corpus Callosum Posterior_LPC 22 6,0.0005315115004739649
303,23 Insular Anterior Cortex_DG 38 2,0.0005119959040327678
304,68 Medial Dorsal Thalamus_PC_O 32 1,0.000510386089366061
305,18 1ary Somatosensory (BA3/1/2)_SulfoHexCer d44 2,0.0005073021402975055
306,36 FEF Medial (BA8m)_TG 60 11,0.0005059782089729957
307,18 1ary Somatosensory (BA3/1/2)_PC_P 30 0,0.0004949512447727636
308,18 1ary Somatosensory (BA3/1/2)_HexCer t40 2,0.0004874637596121078
309,58 Putamen_PC 38 6,0.0004870704747060708
310,70 Ventral Lateral Thalamus_PC 37 2,0.000482251410723337
311,70 Ventral Lateral Thalamus_FA 19 1,0.0004807436910952862
312,68 Medial Dorsal Thalamus_PC_P 30 0,0.00047980297059056347
313,18 1ary Somatosensory (BA3/1/2)_LPE 20 2,0.00043654036373597826
314,68 Medial Dorsal Thalamus_Cer m41 2,0.00043568463944813706
315,53 Insular Posterior Cortex_FA 22 7,0.0004212354294676898
316,70 Ventral Lateral Thalamus_SM d37 2,0.00041506921426296805
317,3  Posterior Superior Parietal (BA7p)_PC 36 4,0.0004114239502163363
318,34 Dorsolateral Prefrontal (BA9)_PC_P 36 2,0.00039001501939204007
319,23 Insular Anterior Cortex_DG 36 1,0.0003873463532537765
320,68 Medial Dorsal Thalamus_DG 37 4,0.0003668720416308691
321,17 1ary Visual Anterior (BA17a)_LPC 20 1,0.0003667218163057991
322,"28 2ary Auditory, Wernicke (BA22p)_TG 50 3",0.00036533312608145953
323,75 Cerebellar White Matter_FA 18 2,0.00036165078825812645
324,"65 Hippocampus, CA1_PE_P 37 3",0.0003536166420106786
325,46 Prefrontal Medial (BA10m)_LPE 22 4,0.00034352769537288703
326,18 1ary Somatosensory (BA3/1/2)_TG 56 4,0.00032109543702857503
327,68 Medial Dorsal Thalamus_PC_O 38 6,0.0003198106384040685
328,7  Orbitofrontal (BA47)_SM d42 1,0.00031954145377588146
329,72 Internal Capsule_PE 38 5,0.0003194160521786824
330,7  Orbitofrontal (BA47)_PC 45 2,0.0003189345451532706
331,23 Insular Anterior Cortex_SulfoHexCer t42 2,0.0003157801714855972
332,44 Dorsolateral Prefrontal (BA46)_LPC 20 3,0.00029496039216619105
333,34 Dorsolateral Prefrontal (BA9)_PC_P 34 2,0.0002943170228463659
334,53 Insular Posterior Cortex_SulfoHexCer d41 1,0.00029385396549845534
335,74 Corpus Callosum Posterior_FA 18 3,0.00029382628144750784
336,1  Cerebellar Grey Matter_PC 40 5,0.0002918401723898043
337,7  Orbitofrontal (BA47)_HexCer d40 1,0.00027042600330661896
338,23 Insular Anterior Cortex_DG 35 1,0.0002696184696502167
339,"32 Ventrolateral Prefrontal, Broca (BA44)_TG 52 3",0.00024873350757045654
340,18 1ary Somatosensory (BA3/1/2)_LPE 20 1,0.0002471509787998314
341,19 Posterior Middle Temporal (BA37-pMT)_DG 37 4,0.00024648800190366435
342,75 Cerebellar White Matter_FA 22 7,0.00024253607824568165
343,75 Cerebellar White Matter_PC 37 4,0.00022573379868477298
344,8  Cingulate Posterior (BA23a)_LPC 18 0,0.00022404717493246587
345,19 Posterior Middle Temporal (BA37-pMT)_PE 36 5,0.0002228169793608598
346,36 FEF Medial (BA8m)_PC_O 40 4,0.0002224304862283547
347,63 Substantia Nigra_DG 40 2,0.0002218936024118033
348,30 Premotor Anterior Lateral (BA6a)_LPE 22 4,0.00022171817188935673
349,53 Insular Posterior Cortex_PE 42 5,0.00022160439622687464
350,72 Internal Capsule_DG 42 4,0.00022152455984561202
351,"26 2ary Auditory, language (BA22a)_PC 32 0",0.00022147665449559026
352,64 Globus Pallidus_SM d32 0,0.0002212452215811033
353,72 Internal Capsule_SulfoHexCer d44 2,0.000220665393484728
354,58 Putamen_SM d42 1,0.0002156712488334335
355,68 Medial Dorsal Thalamus_DG 38 4,0.00019924140749877608
356,"65 Hippocampus, CA1_FA 22 7",0.00019921359425465504
357,34 Dorsolateral Prefrontal (BA9)_Cer d43 2,0.0001990672504780684
358,64 Globus Pallidus_CE 22 6,0.0001985675484917687
359,68 Medial Dorsal Thalamus_HexCer d36 2,0.00019820654050613915
360,34 Dorsolateral Prefrontal (BA9)_PC_O 34 0,0.00019797185603495794
361,58 Putamen_HexCer d42 1,0.00019793916972971642
362,63 Substantia Nigra_HexCer d43 2,0.00019746991235717524
363,31 Supramarginal Posterior (BA40p)_PE_P 36 5,0.0001972494691125987
364,25 Posterior Inferior Temporal (BA20p)_FA 24 4,0.00019669046186018922
365,36 FEF Medial (BA8m)_PE_P 35 1,0.00018307665838777844
366,64 Globus Pallidus_PC 44 2,0.00017659054487625418
367,64 Globus Pallidus_PC_P 40 4,0.00017522489051683267
368,72 Internal Capsule_Cer d42 2,0.00017355509477748197
369,68 Medial Dorsal Thalamus_PC_P 38 2,0.00017352073572791938
370,68 Medial Dorsal Thalamus_PC 42 3,0.00017346902104534525
371,7  Orbitofrontal (BA47)_PC 36 4,0.0001734507880706869
372,19 Posterior Middle Temporal (BA37-pMT)_DG 35 1,0.00017339672336952832
373,52 Amygdala_PE 39 6,0.00017303152585119888
374,47 Cingulate Posterior (BA31)_Cer m43 2,0.00017270752355683506
375,53 Insular Posterior Cortex_PC 32 1,0.00017264024351700813
376,"65 Hippocampus, CA1_SulfoHexCer d42 1",0.00017259215669592436
