,feature name,importance
0,LPE 22 4,0.07584798948701889
1,LPE 18 1,0.05673176202932347
2,LPE 20 2,0.03347330459409252
3,LPE 20 4,0.029013671689087337
4,LPE 20 1,0.01955998181604424
5,PC_P 38 2,0.017787354984166354
6,DG 38 1,0.01677060258181991
7,PC_P 38 6,0.015575334371701282
8,TG 50 3,0.015223472437871638
9,PE 42 5,0.014869853940077093
10,TG 52 2,0.013904120242431244
11,PC 34 0,0.013742535698522955
12,TG 54 5,0.00991247454294112
13,LPE 24 4,0.009862925033150376
14,LPC 20 1,0.0096848988798449
15,LPE 22 3,0.009501859529239699
16,PC 46 5,0.008676745647033838
17,TG 56 5,0.008360137550726503
18,TG 60 12,0.008170234850162961
19,LPC 16 1,0.007709604695666601
20,PC_O 34 0,0.007632560356366201
21,TG 52 4,0.007364791945256501
22,PC 32 0,0.007324630277820078
23,TG 52 3,0.007087572889664548
24,SM d37 2,0.006443123038584766
25,TG 56 7,0.006434387891155944
26,PE 42 10,0.006420257938127607
27,FA 22 0,0.0063931936278795575
28,PC 44 2,0.006305754897332498
29,HexCer t36 2,0.0062297751507172094
30,Cer d40 1,0.005956361607770489
31,PC 31 1,0.0053738695772431585
32,PC 44 1,0.005101546913353041
33,FA 22 7,0.005051200301729768
34,HexCer t40 2,0.004919628665068234
35,LPE 22 6,0.00490927110368575
36,LPC 18 1,0.00477781913859274
37,SM d32 0,0.00475916179563398
38,PE 38 7,0.004752894371042303
39,PC 29 0,0.004592710719027499
40,TG 60 10,0.004516147553813657
41,LPC 22 4,0.004360290035235289
42,PC 30 1,0.004327494059770497
43,LPC 22 5,0.004232882284642361
44,PC 45 2,0.004054184778965841
45,TG 54 4,0.004051540761987266
46,Cer d41 2,0.00398448987571238
47,FA 21 3,0.003983143687887206
48,CE 20 3,0.003979541391174526
49,DG 40 2,0.0038527478059205604
50,HexCer t43 2,0.003718569693591221
51,SM d42 1,0.0036922552891288847
52,PE 36 5,0.0036505440885587865
53,PE_P 41 7,0.0036469025444407274
54,Cer m36 0,0.0036329638094306387
55,PG 40 8,0.0036180428127088947
56,PC_P 38 4,0.0036006856113373325
57,CAR 18 0,0.00359681933121536
58,SM d38 0,0.0034274405758972894
59,TG 58 6,0.003409667630429058
60,TG 56 4,0.0033935827870703607
61,Cer m36 1,0.003359306673989968
62,TG 58 8,0.0033408169991829095
63,PC 46 3,0.0033089038916475433
64,Cer d43 2,0.003305407913370279
65,CE 22 6,0.003275798329694918
66,PE 36 6,0.003255908609023007
67,Cholesterol,0.003208538047495083
68,PC 33 1,0.0032024426315907075
69,PE 34 3,0.00315377526231996
70,HexCer d38 1,0.0030762711250944767
71,Cer m38 1,0.0030465513468142195
72,FA 20 0,0.0029328434161858103
73,PE_O 40 4,0.0029177536500257103
74,PC_O 32 0,0.0029144491978386343
75,Cer m39 1,0.0029022555792835485
76,FA 24 4,0.002891006547479083
77,PG 38 6,0.0027693579031618527
78,CAR 18 1,0.0027100278034167917
79,FA 16 0,0.0026329073346777806
80,PC 37 4,0.0026072577211318114
81,PC 46 2,0.002606295215910852
82,SM d36 2,0.0025542656056878506
83,PE_P 36 5,0.002540719913239375
84,TG 60 11,0.002488328349211034
85,Cer d42 2,0.002461135215623603
86,TG 58 7,0.002457152440012213
87,PC 40 8,0.0024352002092254644
88,PC 38 5,0.002422985813263427
89,PC_P 37 1,0.002416891015702676
90,PE 40 8,0.0024026133652597773
91,PE_O 40 5,0.002387878844170922
